CBS,Naam,Prov,Suppletie nieuwe verdeling GF,Beschermd wonen,Participatie,Voogdij/18+,aanpak laaggeletterdheid,armoedebestrijding kinderen,beeldende kunst en vormgeving,BRP: Centralisering Inschrijving Vergunninghouders,experiment gesloten coffeeshopketen,extra capaciteit BOA's,jeugd,jeugdhulp aan kinderen in een AZC,knelpunten verdeelproblematiek,maatschappelijke opvang,personen met verward gedrag,slavernijverleden,Uitstapprogramma prostituees,veiligheidshuizen,vergunningverlening, toezicht en handhaving,versterking arbeidsmarktregio's,versterking omgevingsveiligheidsdiensten,voorschoolse voorziening peuters,vrouwenopvang
383,Castricum,7,1472587,0,711432,0,0,72060,0,0,0,35054,0,0,20369,0,0,0,0,0,66154,0,4000,49390,0
400,Den Helder,7,1774061,7366564,6329868,0,0,361379,0,0,0,38866,0,170425,42727,1789981,0,0,0,0,185815,0,8000,93485,1727761
384,Diemen,7,3496104,0,1653735,0,0,132245,0,0,0,34170,0,0,0,0,0,0,0,0,49129,0,9000,39390,0
1980,Dijk en Waard,7,4372008,0,5224575,0,0,322246,0,0,0,44471,0,99027,0,0,0,0,0,0,267535,0,9000,131554,0
498,Drechterland,7,-253070,0,1196777,0,0,55867,0,0,0,32032,0,0,50457,0,0,0,0,0,16052,0,2000,35071,0
385,Edam-Volendam,7,-1643273,0,1788769,0,0,95270,0,0,0,35088,0,0,50640,0,0,0,0,0,64695,0,4000,59465,0
388,Enkhuizen,7,-200029,0,1655152,0,0,96350,0,0,0,31809,0,0,11139,0,0,0,0,0,83179,0,3000,27876,0
1942,Gooise Meren,7,-266256,0,1594263,0,0,181095,0,0,0,39227,0,0,0,0,0,0,0,0,85611,0,11000,95222,0
392,Haarlem,7,3946763,42077696,15515393,0,165154,774577,150000,0,0,58572,313817,0,0,7502710,285029,0,90269,219450,88043,398593,15000,238243,6891315
394,Haarlemmermeer,7,1344987,0,5437981,0,0,509548,150000,216125,0,57688,0,340,0,0,0,0,0,0,1134350,0,31000,252783,0
396,Heemskerk,7,1195168,0,3844040,0,0,187032,0,0,0,35632,0,0,0,0,0,0,0,0,10215,0,8000,60465,0
397,Heemstede,7,2869128,0,1285693,0,0,63154,0,0,0,33466,0,0,0,0,0,0,0,0,10215,0,2000,36601,0
399,Heiloo,7,0,0,951618,0,0,59375,0,0,0,32833,0,0,0,0,0,0,0,0,10215,0,4000,31884,0
402,Hilversum,7,-3953278,11978671,6574307,0,140986,413198,0,0,0,45311,0,0,0,2253814,128013,0,0,98560,71991,398593,12000,139915,2902960
1911,Hollands Kroon,7,-1678138,0,2797616,0,0,173808,0,0,0,37378,0,0,53177,0,0,0,0,0,489346,0,14000,92437,0
405,Hoorn,7,1156411,10254556,5611299,0,0,388638,0,0,0,42034,0,0,14210,2258328,0,0,0,0,104582,0,7000,115541,0
406,Huizen,7,0,0,1723959,0,0,166251,0,0,0,35985,0,0,0,0,0,0,0,0,25781,0,4000,64557,0
1598,Koggenland,7,0,0,603228,0,0,58296,0,0,0,32609,0,0,66807,0,0,0,0,0,58371,0,3000,47002,0
415,Landsmeer,7,-150310,0,217844,0,0,34276,0,0,0,30494,0,0,24904,0,0,0,0,0,26267,0,1000,19501,0
417,Laren,7,338895,0,272971,0,0,39673,0,0,0,30463,0,0,0,0,0,0,0,0,0,0,2000,14040,0
420,Medemblik,7,-1295006,0,2429871,0,0,159234,0,0,0,36743,0,0,112211,0,0,0,0,0,116256,0,5000,82127,0
431,Oostzaan,7,-804482,0,18865,0,0,32926,0,0,0,30145,0,0,14420,0,0,0,0,0,29672,0,4000,14855,0
432,Opmeer,7,-446514,0,311828,0,0,27259,0,0,0,30576,0,0,34631,0,0,0,0,0,0,0,2000,21168,0
